"Price","Bedrooms","Bathrooms","SqFt","City","State","Year_Built","Type","Garage","Lot_Area","Latitude","Longitude"
1700535,4,3,3095,"Adelaide","SA",1951,"House",0,5983,-34.9285,138.6007
1246896,2,3,2718,"Brisbane","QLD",2012,"Apartment",0,2380,-27.4698,153.0251
1064677,4,1,2721,"Perth","WA",1951,"Townhouse",0,5961,-31.9505,115.8605
946029,4,2,2819,"Sydney","NSW",2004,"House",0,1594,-33.8688,151.2093
1553757,2,3,1886,"Sydney","NSW",2006,"Townhouse",0,7501,-33.8688,151.2093
244482,4,1,910,"Perth","WA",1965,"Townhouse",1,8736,-31.9505,115.8605
1830398,1,2,1072,"Sydney","NSW",2004,"Townhouse",1,8145,-33.8688,151.2093
456472,1,3,3246,"Adelaide","SA",2000,"Townhouse",0,3610,-34.9285,138.6007
1747076,4,3,3024,"Sydney","NSW",1962,"Apartment",0,7332,-33.8688,151.2093
1376166,3,1,3934,"Melbourne","VIC",1993,"Townhouse",0,4600,-37.8136,144.9631
1150760,1,3,876,"Perth","WA",2005,"Townhouse",0,8536,-31.9505,115.8605
1405561,2,3,2806,"Perth","WA",1970,"Apartment",1,1703,-31.9505,115.8605
1997428,1,2,836,"Sydney","NSW",2014,"Apartment",1,8150,-33.8688,151.2093
1713337,1,2,1271,"Sydney","NSW",1950,"Apartment",1,3986,-33.8688,151.2093
772357,3,1,2034,"Melbourne","VIC",1970,"House",1,4380,-37.8136,144.9631
1269074,5,2,3151,"Brisbane","QLD",1954,"Townhouse",1,6684,-27.4698,153.0251
932261,2,2,926,"Adelaide","SA",1992,"Townhouse",1,1195,-34.9285,138.6007
1822894,3,2,1046,"Brisbane","QLD",1955,"Townhouse",0,4276,-27.4698,153.0251
591155,1,2,2452,"Sydney","NSW",1951,"Townhouse",1,3999,-33.8688,151.2093
1767651,1,2,3298,"Brisbane","QLD",1972,"House",0,9901,-27.4698,153.0251
1618489,2,3,1455,"Sydney","NSW",2006,"House",0,9007,-33.8688,151.2093
907257,3,3,1716,"Sydney","NSW",1950,"Apartment",0,3208,-33.8688,151.2093
1687337,1,2,3583,"Melbourne","VIC",1973,"Townhouse",0,8234,-37.8136,144.9631
1522221,5,1,1469,"Adelaide","SA",1952,"House",0,5907,-34.9285,138.6007
1689023,1,2,2516,"Perth","WA",1955,"Apartment",0,3941,-31.9505,115.8605
1882534,3,1,1453,"Adelaide","SA",1973,"Townhouse",0,3077,-34.9285,138.6007
111325,3,1,3211,"Sydney","NSW",2016,"Townhouse",0,2267,-33.8688,151.2093
769322,5,2,3497,"Adelaide","SA",2009,"House",1,1650,-34.9285,138.6007
1738543,5,1,2549,"Adelaide","SA",2021,"Townhouse",0,7870,-34.9285,138.6007
1400552,5,1,3872,"Brisbane","QLD",1981,"Townhouse",1,7381,-27.4698,153.0251
1453068,2,2,1137,"Brisbane","QLD",1961,"Townhouse",1,5047,-27.4698,153.0251
495052,5,3,2040,"Perth","WA",1961,"Townhouse",1,9952,-31.9505,115.8605
1696634,1,1,3117,"Brisbane","QLD",1963,"Apartment",1,9471,-27.4698,153.0251
1478180,3,3,2658,"Sydney","NSW",1961,"Townhouse",0,5227,-33.8688,151.2093
1974922,4,1,2396,"Adelaide","SA",1958,"Townhouse",0,6390,-34.9285,138.6007
982496,2,1,1752,"Melbourne","VIC",2019,"House",1,9803,-37.8136,144.9631
1876453,2,3,1930,"Perth","WA",2007,"House",0,4067,-31.9505,115.8605
1933711,4,3,3565,"Perth","WA",1991,"House",0,7065,-31.9505,115.8605
1336765,4,2,1925,"Brisbane","QLD",1999,"Townhouse",1,8057,-27.4698,153.0251
1197655,3,3,1230,"Perth","WA",2003,"Townhouse",0,8034,-31.9505,115.8605
304479,5,1,3355,"Melbourne","VIC",1950,"Apartment",1,4085,-37.8136,144.9631
1455928,5,2,975,"Sydney","NSW",2018,"Apartment",0,5950,-33.8688,151.2093
666540,2,3,2044,"Adelaide","SA",1982,"Townhouse",1,9997,-34.9285,138.6007
1994100,4,3,2650,"Sydney","NSW",1974,"Apartment",1,2076,-33.8688,151.2093
1683509,1,2,1540,"Brisbane","QLD",1997,"House",1,4737,-27.4698,153.0251
323408,2,3,3768,"Sydney","NSW",1983,"Townhouse",0,5746,-33.8688,151.2093
484208,3,1,3282,"Perth","WA",1988,"Apartment",1,6488,-31.9505,115.8605
1248848,3,2,1186,"Melbourne","VIC",2020,"Apartment",0,2388,-37.8136,144.9631
1566419,2,2,1424,"Adelaide","SA",1983,"Apartment",0,4225,-34.9285,138.6007
1680538,3,2,3071,"Melbourne","VIC",2006,"Townhouse",1,2087,-37.8136,144.9631
1962529,2,2,3524,"Brisbane","QLD",1970,"House",1,6941,-27.4698,153.0251
1023653,2,3,818,"Sydney","NSW",2006,"House",1,8280,-33.8688,151.2093
155004,2,3,1711,"Brisbane","QLD",1999,"Townhouse",0,2664,-27.4698,153.0251
190734,1,2,3074,"Adelaide","SA",1983,"House",0,9496,-34.9285,138.6007
1782276,4,1,2617,"Brisbane","QLD",2009,"House",1,2421,-27.4698,153.0251
1130955,1,3,2338,"Adelaide","SA",2009,"Apartment",1,9636,-34.9285,138.6007
985926,2,2,1212,"Melbourne","VIC",2000,"Apartment",0,5725,-37.8136,144.9631
581103,2,2,1584,"Adelaide","SA",1975,"Apartment",0,6937,-34.9285,138.6007
1481585,4,3,1507,"Melbourne","VIC",2021,"Townhouse",1,8077,-37.8136,144.9631
1971270,5,2,3586,"Melbourne","VIC",1963,"Townhouse",1,6819,-37.8136,144.9631
747682,1,3,2821,"Melbourne","VIC",1990,"House",1,4056,-37.8136,144.9631
590975,2,1,2723,"Perth","WA",2009,"Apartment",0,6269,-31.9505,115.8605
309720,4,1,932,"Perth","WA",1996,"House",1,2849,-31.9505,115.8605
997874,5,3,2936,"Sydney","NSW",1969,"House",0,9539,-33.8688,151.2093
859934,1,1,3553,"Perth","WA",2019,"House",1,1065,-31.9505,115.8605
1334505,5,2,1030,"Brisbane","QLD",2004,"Townhouse",0,9606,-27.4698,153.0251
1935557,1,2,3459,"Adelaide","SA",1966,"House",1,5059,-34.9285,138.6007
1714157,1,2,2593,"Melbourne","VIC",2022,"Apartment",0,6780,-37.8136,144.9631
1234650,2,3,1638,"Perth","WA",2017,"Townhouse",1,8247,-31.9505,115.8605
1785364,2,2,3681,"Melbourne","VIC",1994,"House",0,3168,-37.8136,144.9631
952491,5,1,2627,"Adelaide","SA",2018,"House",1,9865,-34.9285,138.6007
166029,2,2,1983,"Sydney","NSW",2022,"Townhouse",0,5051,-33.8688,151.2093
1065724,2,3,2233,"Sydney","NSW",2018,"Townhouse",0,5555,-33.8688,151.2093
403403,1,1,3506,"Adelaide","SA",2007,"House",0,3833,-34.9285,138.6007
471402,5,3,3478,"Melbourne","VIC",1953,"Apartment",0,1454,-37.8136,144.9631
559041,4,2,2142,"Sydney","NSW",2002,"House",1,6692,-33.8688,151.2093
399293,4,3,2339,"Sydney","NSW",2002,"Apartment",0,7555,-33.8688,151.2093
1135068,1,2,1041,"Melbourne","VIC",1965,"Townhouse",1,6511,-37.8136,144.9631
1101444,5,1,882,"Brisbane","QLD",1966,"Apartment",0,9978,-27.4698,153.0251
721103,5,3,1783,"Sydney","NSW",1999,"House",0,1533,-33.8688,151.2093
1742958,3,3,3382,"Sydney","NSW",2022,"House",0,3264,-33.8688,151.2093
1182226,3,1,2955,"Brisbane","QLD",2009,"Apartment",0,7212,-27.4698,153.0251
282051,5,2,2574,"Adelaide","SA",1984,"Apartment",0,3722,-34.9285,138.6007
1133269,4,1,813,"Perth","WA",1951,"Apartment",0,8414,-31.9505,115.8605
985917,4,2,1710,"Adelaide","SA",1994,"Apartment",1,4291,-34.9285,138.6007
1265388,2,1,1894,"Perth","WA",2017,"Apartment",1,5223,-31.9505,115.8605
674940,1,3,3508,"Adelaide","SA",2003,"House",0,8859,-34.9285,138.6007
1242323,1,2,2533,"Perth","WA",2018,"House",1,3126,-31.9505,115.8605
1950963,1,2,840,"Perth","WA",2007,"Townhouse",0,5334,-31.9505,115.8605
1064113,4,3,3008,"Adelaide","SA",1985,"House",1,5734,-34.9285,138.6007
308515,5,3,2384,"Sydney","NSW",1964,"Townhouse",1,5796,-33.8688,151.2093
1924500,2,2,3384,"Adelaide","SA",1969,"House",0,6746,-34.9285,138.6007
1596758,4,2,2758,"Perth","WA",2002,"House",0,2818,-31.9505,115.8605
729686,4,1,836,"Adelaide","SA",1959,"Townhouse",1,3606,-34.9285,138.6007
927267,2,3,3445,"Sydney","NSW",1972,"House",1,7474,-33.8688,151.2093
919442,2,1,2017,"Sydney","NSW",1954,"Townhouse",1,4098,-33.8688,151.2093
938066,3,3,3053,"Perth","WA",1955,"Townhouse",1,1749,-31.9505,115.8605
182582,5,1,1450,"Melbourne","VIC",1959,"Apartment",0,1356,-37.8136,144.9631
719077,5,1,2669,"Brisbane","QLD",1954,"Townhouse",0,6780,-27.4698,153.0251
1173216,4,3,3627,"Melbourne","VIC",1956,"Townhouse",0,1716,-37.8136,144.9631
290534,4,3,3677,"Sydney","NSW",1971,"Townhouse",1,1155,-33.8688,151.2093
1587707,1,2,2694,"Adelaide","SA",2012,"Apartment",1,3956,-34.9285,138.6007
766581,2,1,1510,"Perth","WA",2016,"Apartment",1,3012,-31.9505,115.8605
137296,5,3,3219,"Melbourne","VIC",1972,"Townhouse",0,2240,-37.8136,144.9631
1559537,5,3,1124,"Sydney","NSW",2016,"Townhouse",1,1016,-33.8688,151.2093
1552736,2,2,3888,"Perth","WA",1977,"Townhouse",1,4424,-31.9505,115.8605
1597649,3,2,3578,"Melbourne","VIC",2004,"House",0,2235,-37.8136,144.9631
1372458,3,3,3350,"Brisbane","QLD",1963,"Townhouse",1,1032,-27.4698,153.0251
823773,1,3,3829,"Sydney","NSW",2015,"House",0,9305,-33.8688,151.2093
681688,4,1,1751,"Perth","WA",2008,"House",1,8048,-31.9505,115.8605
1850634,3,2,3627,"Sydney","NSW",1957,"Townhouse",0,2612,-33.8688,151.2093
766986,3,2,3086,"Melbourne","VIC",2004,"Townhouse",1,9834,-37.8136,144.9631
1723500,4,2,2128,"Adelaide","SA",1983,"Townhouse",1,8719,-34.9285,138.6007
650187,1,2,1243,"Brisbane","QLD",1951,"Apartment",1,1761,-27.4698,153.0251
1205731,4,1,2689,"Adelaide","SA",1999,"House",1,1518,-34.9285,138.6007
313354,1,2,3235,"Adelaide","SA",1954,"House",1,8189,-34.9285,138.6007
1670329,2,2,2170,"Melbourne","VIC",1962,"Apartment",1,1755,-37.8136,144.9631
1912077,1,1,3390,"Brisbane","QLD",1966,"Apartment",0,5075,-27.4698,153.0251
1659103,1,2,3349,"Melbourne","VIC",2007,"Townhouse",1,5023,-37.8136,144.9631
1568959,2,2,3984,"Adelaide","SA",2003,"House",0,6376,-34.9285,138.6007
1945671,2,2,2643,"Adelaide","SA",2002,"Townhouse",0,8113,-34.9285,138.6007
1209135,5,1,1220,"Melbourne","VIC",1981,"House",0,5942,-37.8136,144.9631
632519,1,1,3065,"Adelaide","SA",1959,"House",0,5081,-34.9285,138.6007
1809521,2,1,1397,"Adelaide","SA",1956,"Apartment",1,2885,-34.9285,138.6007
288584,2,1,1190,"Adelaide","SA",1993,"Townhouse",0,6720,-34.9285,138.6007
1239053,2,1,2164,"Brisbane","QLD",1973,"Townhouse",1,1772,-27.4698,153.0251
450391,2,1,3795,"Sydney","NSW",2020,"Apartment",1,8270,-33.8688,151.2093
1531855,5,1,1701,"Brisbane","QLD",1955,"House",0,8205,-27.4698,153.0251
1159095,5,3,1749,"Melbourne","VIC",1959,"Apartment",0,3378,-37.8136,144.9631
1177545,2,2,2463,"Perth","WA",1991,"Townhouse",1,7223,-31.9505,115.8605
1041922,1,2,2374,"Perth","WA",1955,"Townhouse",1,2240,-31.9505,115.8605
944045,3,3,3160,"Perth","WA",1989,"House",1,8136,-31.9505,115.8605
827218,4,1,3035,"Adelaide","SA",1981,"Townhouse",0,5173,-34.9285,138.6007
626270,3,1,3884,"Adelaide","SA",2016,"Townhouse",1,8467,-34.9285,138.6007
1537009,2,2,1547,"Perth","WA",1960,"House",0,5004,-31.9505,115.8605
946370,3,3,1918,"Adelaide","SA",2016,"Townhouse",1,8065,-34.9285,138.6007
134372,1,1,2295,"Adelaide","SA",1981,"House",0,8081,-34.9285,138.6007
365362,4,2,3193,"Sydney","NSW",2018,"Apartment",0,3014,-33.8688,151.2093
655472,1,1,2301,"Adelaide","SA",2000,"Townhouse",0,5058,-34.9285,138.6007
1518637,2,1,1225,"Adelaide","SA",1953,"Apartment",1,2604,-34.9285,138.6007
567987,3,2,3641,"Sydney","NSW",2014,"House",0,6350,-33.8688,151.2093
1299402,5,2,1639,"Brisbane","QLD",1959,"Apartment",1,9292,-27.4698,153.0251
1381044,2,3,2613,"Perth","WA",2010,"Apartment",1,9371,-31.9505,115.8605
169305,4,1,3442,"Perth","WA",2009,"Townhouse",1,2679,-31.9505,115.8605
1494787,3,1,1528,"Melbourne","VIC",1979,"Apartment",1,3144,-37.8136,144.9631
662021,5,2,899,"Perth","WA",2015,"Apartment",1,1005,-31.9505,115.8605
1549750,3,3,3580,"Adelaide","SA",1983,"Apartment",0,1573,-34.9285,138.6007
940742,2,2,1101,"Melbourne","VIC",1969,"Townhouse",1,3633,-37.8136,144.9631
688179,1,2,2704,"Melbourne","VIC",1985,"Townhouse",0,2306,-37.8136,144.9631
1739814,2,1,2232,"Brisbane","QLD",2018,"Apartment",1,3356,-27.4698,153.0251
1857564,2,1,2038,"Sydney","NSW",1959,"Apartment",1,1339,-33.8688,151.2093
1918577,5,2,2033,"Sydney","NSW",1971,"House",1,8274,-33.8688,151.2093
1083940,3,1,1387,"Perth","WA",1958,"Apartment",1,5336,-31.9505,115.8605
1387504,1,2,3941,"Sydney","NSW",1950,"Apartment",0,3988,-33.8688,151.2093
855627,2,3,1313,"Perth","WA",1973,"Townhouse",1,7105,-31.9505,115.8605
1733454,5,3,3885,"Perth","WA",1980,"Apartment",1,6742,-31.9505,115.8605
1163489,5,3,3581,"Adelaide","SA",1974,"Townhouse",1,3581,-34.9285,138.6007
557514,3,3,1708,"Adelaide","SA",1991,"Townhouse",1,5915,-34.9285,138.6007
1980088,1,1,1242,"Sydney","NSW",1968,"Apartment",1,8998,-33.8688,151.2093
1078562,4,1,1693,"Adelaide","SA",1988,"House",1,2453,-34.9285,138.6007
373479,4,2,3424,"Sydney","NSW",2020,"Townhouse",0,8642,-33.8688,151.2093
449332,5,3,2695,"Brisbane","QLD",2010,"Townhouse",0,1762,-27.4698,153.0251
1249547,5,2,3157,"Sydney","NSW",1984,"Townhouse",0,3501,-33.8688,151.2093
1465411,3,3,2039,"Adelaide","SA",1963,"Apartment",0,7639,-34.9285,138.6007
